1088,64,1186,21,1211,77,1113,120
1078,78,1112,78,1112,126,1078,126
996,120,1072,86,1092,130,1016,165
774,118,872,118,872,172,774,172
1048,144,1124,113,1135,141,1060,172
944,145,1013,117,1031,161,962,189
8,130,239,138,237,203,6,195
868,138,902,138,902,170,868,170
994,168,1059,142,1070,167,1005,194
248,146,435,154,433,211,246,203
436,158,560,162,559,216,434,213
812,181,884,185,883,208,811,205
882,187,934,189,933,210,880,207
804,386,856,386,856,398,804,398
