611,125,711,107,716,139,617,157
422,167,485,158,489,186,426,195
63,176,126,158,134,185,71,203
617,179,667,171,669,184,619,192
362,182,425,172,429,197,366,207
614,189,689,176,692,195,617,208
727,182,756,180,757,191,728,194
692,188,728,183,730,195,694,200
278,391,295,391,295,398,278,398
276,399,292,399,292,408,276,408
